Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Female,50,171,56,19.2,Normal weight,Vitamin D,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,37,169,118,41.3,Obesity,Protein,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,33,157,50,20.3,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Very active
Male,51,178,52,16.4,Underweight,Omega-3,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Male,19,189,95,26.6,Overweight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,52,175,55,18,Underweight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,57,179,107,33.4,Obesity,Omega-3,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Female,45,166,101,36.7,Obesity,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,64,169,56,19.6,Normal weight,Multivitamin,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,56,165,117,43,Obesity,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Sedentary
Male,23,195,46,12.1,Underweight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Male,26,192,52,14.1,Underweight,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,37,156,55,22.6,Normal weight,Creatine,Pilates,Do 30 minutes of cardio daily.,Moderately active
Male,18,165,97,35.6,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Moderately active
Male,25,194,54,14.3,Underweight,Omega-3,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Male,40,196,52,13.5,Underweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Female,20,197,80,20.6,Normal weight,Creatine,Pilates,Do 30 minutes of cardio daily.,Moderately active
Female,21,176,58,18.7,Normal weight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,42,172,98,33.1,Obesity,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Male,64,173,65,21.7,Normal weight,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,55,158,94,37.7,Obesity,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Lightly active
Other,32,184,83,24.5,Normal weight,Vitamin D,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Male,38,169,64,22.4,Normal weight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Very active
Male,52,186,51,14.7,Underweight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Very active
Female,63,191,53,14.5,Underweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Other,31,166,45,16.3,Underweight,Protein,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,53,196,70,18.2,Underweight,Multivitamin,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Other,29,180,82,25.3,Overweight,Vitamin D,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,34,157,82,33.3,Obesity,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,56,164,105,39,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Female,26,180,88,27.2,Overweight,Protein,Pilates,Do 30 minutes of cardio daily.,Very active
Male,52,179,88,27.5,Overweight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Male,30,195,118,31,Obesity,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Very active
Male,32,169,106,37.1,Obesity,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Male,35,188,50,14.1,Underweight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Very active
Female,50,161,61,23.5,Normal weight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,23,198,95,24.2,Normal weight,Protein,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,44,166,82,29.8,Overweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Very active
Male,40,191,68,18.6,Normal weight,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Female,44,179,95,29.6,Overweight,Multivitamin,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Other,51,178,54,17,Underweight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Other,63,168,116,41.1,Obesity,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Female,55,195,65,17.1,Underweight,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Very active
Female,31,160,114,44.5,Obesity,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Female,53,183,101,30.2,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Male,25,199,83,21,Normal weight,Protein,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Female,52,156,77,31.6,Obesity,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Very active
Female,36,193,103,27.7,Overweight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,47,183,62,18.5,Normal weight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,31,169,100,35,Obesity,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Very active
Other,37,199,101,25.5,Overweight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Male,42,187,92,26.3,Overweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Male,57,173,86,28.7,Overweight,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Other,41,159,71,28.1,Overweight,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Lightly active
Other,31,181,118,36,Obesity,Protein,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,43,164,96,35.7,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Female,55,186,86,24.9,Obesity,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,40,169,76,26.6,Overweight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,39,152,70,30.3,Obesity,Multivitamin,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Female,36,186,69,19.9,Normal weight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Female,63,189,119,33.3,Obesity,Protein,Pilates,Do 30 minutes of cardio daily.,Lightly active
Male,20,157,67,27.2,Overweight,Vitamin D,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Other,59,189,101,28.3,Overweight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Other,36,193,96,25.8,Overweight,Multivitamin,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,26,172,75,25.4,Overweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Other,45,189,108,30.2,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Very active
Male,37,160,115,44.9,Obesity,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,62,195,77,20.2,Normal weight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Male,24,157,46,18.7,Normal weight,Vitamin D,HIIT,Do 30 minutes of cardio daily.,Lightly active
Other,31,178,62,19.6,Normal weight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Other,26,179,91,28.4,Overweight,Protein,Pilates,Incorporate Pilates exercises into your routine.,Lightly active
Other,36,159,77,30.5,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,64,188,79,22.4,Normal weight,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Other,31,177,95,30.3,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Very active
Male,55,198,62,15.8,Underweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Female,53,185,116,33.9,Obesity,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,57,162,74,28.2,Overweight,Protein,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Other,34,181,88,26.9,Overweight,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Moderately active
Male,47,185,97,28.3,Overweight,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Other,26,186,54,15.6,Underweight,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Other,50,175,96,31.3,Obesity,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Very active
Male,42,171,93,31.8,Obesity,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Other,31,153,55,23.5,Normal weight,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,28,180,110,34,Obesity,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,52,167,102,36.6,Obesity,Omega-3,Pilates,Do 30 minutes of cardio daily.,Lightly active
Female,58,187,80,22.9,Normal weight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,31,173,77,25.7,Overweight,Creatine,Yoga,Do 30 minutes of cardio daily.,Very active
Other,47,172,91,30.8,Obesity,Omega-3,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Male,58,171,57,19.5,Normal weight,Protein,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Female,21,151,84,36.8,Obesity,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Male,21,180,112,34.6,Obesity,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Female,45,160,86,33.6,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Other,25,177,63,20.1,Normal weight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Moderately active
Other,19,195,63,16.6,Underweight,Multivitamin,HIIT,Do 30 minutes of cardio daily.,Very active
Female,58,181,102,31.1,Obesity,Protein,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Other,63,154,67,28.3,Overweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Lightly active
Female,39,187,98,28,Overweight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Sedentary
Other,58,159,109,43.1,Obesity,Protein,Strength training,Do 30 minutes of cardio daily.,Very active
Male,33,189,56,15.7,Underweight,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Moderately active
Other,46,195,68,17.9,Underweight,Protein,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Male,47,173,78,26.1,Overweight,Vitamin D,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Other,29,184,97,28.7,Overweight,Protein,Yoga,Do 30 minutes of cardio daily.,Moderately active
Male,52,193,52,14,Underweight,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Other,28,197,62,16,Underweight,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Male,63,172,101,34.1,Obesity,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Female,38,166,49,17.8,Underweight,Protein,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,38,150,70,31.1,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Male,22,180,74,22.8,Normal weight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Very active
Other,37,180,98,30.2,Obesity,Creatine,HIIT,Do HIIT workouts 2-3 times a week.,Moderately active
Male,54,191,57,15.6,Underweight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Other,20,191,73,20,Normal weight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,61,183,47,14,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,50,158,102,40.9,Obesity,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Very active
Female,26,171,46,15.7,Underweight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,26,162,119,45.3,Obesity,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Other,21,174,72,23.8,Normal weight,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Other,52,197,46,11.9,Underweight,Protein,HIIT,Do 30 minutes of cardio daily.,Moderately active
Male,34,167,51,18.3,Underweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Male,51,161,70,27,Overweight,Vitamin D,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Female,41,189,60,16.8,Underweight,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Female,49,166,67,24.3,Normal weight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Very active
Male,18,164,84,31.2,Obesity,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Female,25,191,104,28.5,Overweight,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Very active
Male,62,164,117,43.5,Obesity,Creatine,Cardio,Incorporate Pilates exercises into your routine.,Very active
Other,40,164,76,28.3,Overweight,Multivitamin,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Female,64,188,59,16.7,Underweight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Female,57,162,57,21.7,Normal weight,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Lightly active
Male,29,166,49,17.8,Underweight,Creatine,Strength training,Do HIIT workouts 2-3 times a week.,Very active
Female,29,181,119,36.3,Obesity,Omega-3,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,63,158,118,47.3,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Very active
Other,64,189,96,26.9,Overweight,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Female,32,169,85,29.8,Overweight,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Other,58,175,97,31.7,Obesity,Vitamin D,Strength training,Do HIIT workouts 2-3 times a week.,Lightly active
Male,36,176,94,30.3,Obesity,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Female,43,170,59,20.4,Normal weight,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Lightly active
Other,46,167,51,18.3,Underweight,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Moderately active
Male,39,162,84,32,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Female,57,165,72,26.4,Overweight,Multivitamin,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Male,38,158,76,30.4,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,55,161,59,22.8,Normal weight,Creatine,Yoga,Incorporate Pilates exercises into your routine.,Very active
Male,37,193,114,30.6,Obesity,Creatine,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Male,46,187,109,31.2,Obesity,Multivitamin,Cardio,Do HIIT workouts 2-3 times a week.,Very active
Other,21,168,48,17,Underweight,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Male,24,156,55,22.6,Normal weight,Vitamin D,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Female,45,184,70,20.7,Normal weight,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Female,45,197,105,27.1,Overweight,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,21,167,81,29,Overweight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Female,39,165,67,24.6,Normal weight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Moderately active
Female,29,188,84,23.8,Normal weight,Vitamin D,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,62,153,67,28.6,Overweight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,20,174,60,19.8,Normal weight,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
